id,twitid,date,text,sberbank,vtb,gazprom,alfabank,bankmoskvy,raiffeisen,uralsib,rshb
3219,497138604242910000,1407362054,http://t.co/c5TiyyF6Wy Взять кредит 60000 грн альфа банке,,,,0,,,,
3220,497152504946510000,1407365368,"RT @dennydov: РТС - 2.5%, Аэрофлот -5%, ВТБ -4.8%, Сбер -6.4%",-1,-1,,,,,,
3221,497154408950800000,1407365822,Райффайзенбанк принимает решение по кредиту http://t.co/IZ0JLsQXSA,,,,,,0,,
3222,497156223830330000,1407366255,Кредиты россельхозбанка юридическим лицам http://t.co/i6NJrEo9XU,,,,,,,,0
3223,497156225646490000,1407366255,Банк москвы г новокузнецк кредиты http://t.co/yfzPWSdS11,,,,,0,,,
3224,497164752859450000,1407368288,Процентная ставка по кредитам сбер банка http://t.co/8xRJKgUbkT,0,,,,,,,
3225,497164859801620000,1407368314,Юго западный сбербанк кредитный калькулятор http://t.co/3wUevJtbjJ,0,,,,,,,
3226,497164965678440000,1407368339,Нижний новгород сбербанк кредит http://t.co/68jT7KN56t,0,,,,,,,
3227,497166283449070000,1407368653,Условия по кредиту сбер банк http://t.co/j2d582DHjm,0,,,,,,,
3228,497166385999790000,1407368677,Северо западный сбербанк кредит http://t.co/P8fUlYYLaW,0,,,,,,,
3229,497167972545590000,1407369056,http://t.co/cTeZDtdNtP Взять кредит в втб 24 новосибирск,,0,,,,,,
3230,497168283872030000,1407369130,Ипотечные кредиты сбер банк http://t.co/kqrvrEvZQE,0,,,,,,,
3231,497170597114560000,1407369682,RT @deubugefedev: взять кредит наличными втб 24 http://t.co/wtyAYWQ3Sz,,0,,,,,,
3232,497170799179360000,1407369730,Кредитные карты альфа банк отзывы http://t.co/MhKPmBjbDt,,,,0,,,,
3233,497171957595800000,1407370006,Кредитный отдел сбербанк иркутск ленина http://t.co/NRDqANseaM,0,,,,,,,
3234,497174422533730000,1407370594,Экспресс кредит сбербанк г чебоксары http://t.co/7fPrbP5QkV,0,,,,,,,
3235,497179184829980000,1407371729,http://t.co/8bpdGMAO6z Россельхозбанк взять кредит наличными,,,,,,,,0
3236,497183366798900000,1407372726,Россельхозбанк и Газпромбанк попросили о господдержке из-за санкций http://t.co/bDDe7osUHB http://t.co/ckfL0AcChe,,,-1,,,,,-1
3237,497183521106970000,1407372763,Банк москвы отзывы http://t.co/NJVb49ANWo,,,,,0,,,
3238,497185476181490000,1407373229,"Новости экономики: Банк ВТБ 24 прекратил оплату сборов за визу США
http://t.co/FeAi8dFsxH http://t.co/bfhbCqds8w",,-1,,,,,,
3239,497187030573800000,1407373600,Кредит наличными без справок сбербанк краснодар http://t.co/LzgBReadsO,0,,,,,,,
3240,497188434415730000,1407373934,Кредиты ипотеки сбербанк россии http://t.co/mIkqLZb6LV,0,,,,,,,
3241,497190800166380000,1407374498,Новости экономики: Банк ВТБ 24 прекратил оплату сборов за визу США: Новости экономики:  российский... http://t.co/Y4KZPd2ie1 #вмире,,-1,,,,,,
3242,497190806487170000,1407374500,Новости экономики: Банк ВТБ 24 прекратил оплату сборов за визу США: Новости экономики:  российский бан... http://t.co/QZQ0Zw2uF3 #мир,,-1,,,,,,
3243,497192541817940000,1407374914,"Восстановил Сбер 96,8...Гомик 5685 (шорт естессственнно:)",0,,,,,,,
3244,497193108472600000,1407375049,Кредиты в райффайзен банке http://t.co/Syl8RUETWy,,,,,,0,,
3245,497195054986180000,1407375513,Кредит райфайзен банк казань http://t.co/uYpyiYf6zr,,,,,,0,,
3246,497195152650560000,1407375536,Кредит втб 24 в москве http://t.co/fYFIuYsRzl,,0,,,,,,
3247,497195155410400000,1407375537,Кредит молодая семья сбербанк ростов на дону http://t.co/fMLvBHVErg,0,,,,,,,
3248,497197022349640000,1407375982,Потребительский кредит сбербанк санкт петербурга http://t.co/nfwlvGjK3q,0,,,,,,,
3249,497197883574090000,1407376187,Россельхозбанк и Газпромбанк попросили о господдержке из-за санкций,,,-1,,,,,-1
3250,497198481283750000,1407376330,Кредит сбербанк организация график платежа http://t.co/xOg8Ue3lQm,0,,,,,,,
3251,497198640545680000,1407376368,Отзыв автокредит сбербанк сроки оформление http://t.co/L5XRjP5tqD,0,,,,,,,
3252,497199016371680000,1407376457,http://t.co/rK2qtCZFZt Взять кредит в кстовском сбер банке,0,,,,,,,
3253,497199018402120000,1407376458,RT @SashaFuckYeah: Альфа банк образец платежного поручения http://t.co/ewzvNmkKR4,,,,0,,,,
3254,497199990146860000,1407376689,Активация кредитной карты альфа банка http://t.co/s8cTQpQpBr,,,,0,,,,
3255,497200150608360000,1407376728,Кредит наличными за один день сбербанк http://t.co/w9j7a7BCdi,0,,,,,,,
3256,497205642248360000,1407378037,На сколько взять кредит сбербанк http://t.co/IDSWofMxtc,0,,,,,,,
3257,497205756995700000,1407378064,"Россельхозбанк и Газпромбанк, попавшие под западные санкции, попросили у государства о финансовой поддержке. Об этом сообщают «Ведомости»...",,,-1,,,,,-1
3258,497206042011240000,1407378132,"Россельхозбанк и Газпромбанк, попавшие под западные санкции, попросили у государства о финансовой поддержке. Об... http://t.co/queAT6tMdC",,,-1,,,,,-1
3259,497207662199980000,1407378519,Изменение кредитной ставки сбербанк http://t.co/nTUukkSmwK,0,,,,,,,
3260,497209658785140000,1407378995,Беспроцентный кредит втб 24 http://t.co/s5NyvQ1HO1,,0,,,,,,
3261,497213258328470000,1407379853,http://t.co/J3msoF3YKI Стерлитамак сбербанк артема оформить кредит 500 тысяч,0,,,,,,,
3262,497215092971550000,1407380290,http://t.co/fG3TCFobbD Банки в ейске взять кредит россельхозбанк адрес,,,,,,,,0
3263,497215324081500000,1407380345,http://t.co/fOGxOr8iJe Сбербанк получить кредит краснодар,0,,,,,,,
3264,497217306356090000,1407380818,"Попавшие под санкции банки попросили денег у государства - Газпромбанк и Россельхозбанк, на которые были наложены ограничения со стороны...",,,-1,,,,,-1
3265,497217411523690000,1407380843,http://t.co/8GKKK1KIj7 Оформить кредит в альфа банке в сочи,,,,0,,,,
3266,497217643674610000,1407380898,Кто брал ипотечный кредит в газпромбанке http://t.co/YTC5J0WOYn,,,0,,,,,
3267,497218420849800000,1407381084,УК «Райффайзен Капитал»: В среду российский фондовый рынок продолжил падение,,,,,,0,,
3268,497219302521460000,1407381294,#новости. Газпромбанк и Россельхозбанк попросили помощи у государства из-за санкций - Русская планета  #Россия.,,,-1,,,,,-1
3269,497219755468950000,1407381402,Кредит на развитие бизнеса в россельхозбанке http://t.co/1xMljiXomS,,,,,,,,0
3270,497220932566380000,1407381682,"Попавшие под санкции банки попросили денег у государства: Газпромбанк и Россельхозбанк, попавшие под санкции с... http://t.co/6jl2yb44Eg",,,-1,,,,,-1
3271,497221675633890000,1407381860,Попавшие под санкции российские банки просят господдержки:   Россельхозбанк просит о предоставлении ему 100 мл... http://t.co/cHRa8KLzXm,,,,,,,,-1
3272,497223702975890000,1407382343,"Попавшие под санкции банки попросили денег у государства. /  / Газпромбанк и Россельхозбанк, попавшие под санкции.. http://t.co/bX4QL2qLvO",,,-1,,,,,-1
3273,497226317805680000,1407382966,Ипотечный кредит в зао втб 24 http://t.co/RJ5wjKb01p,,0,,,,,,
3274,497226322507480000,1407382967,Потребительский кредит в газпромбанк http://t.co/ldKG92jBZu,,,0,,,,,
3275,497227713170930000,1407383299,RT @GirkinGirkin: Газпромбанк и РСХБ просят господдержки из-за санкций - Ведомости | 07.08.14 | finanz.ru http://t.co/6ckLDSPUqO,,,-1,,,,,-1
3276,497227792765820000,1407383318,Россельхозбанк снизил ставки по кредитам личным подсобным хозяйствам http://t.co/yr47VR45Uk,,,,,,,,1
3277,497227908772300000,1407383346,http://t.co/IphP2eDOl9 Сбербанк как взять кредит с ребенком,0,,,,,,,
3278,497228249106510000,1407383427,Расчетный калькулятор по кредиту сбербанк http://t.co/UQtUSDWvzu,0,,,,,,,
3279,497229917596430000,1407383825,http://t.co/DGO3lRhK03 Как взять кредит в банке втб 24 г липецка,,0,,,,,,
3280,497230100275160000,1407383868,"RT @gudkovd: Народ, скинемся?) RT @Vinokurov12: Россельхозбанк и Газпромбанк попросили о господдержке из-за введенных санкций http://t.co/g…",,,-1,,,,,-1
3281,497230922035770000,1407384064,RT @mostsinterebu: автокредитование альфабанк http://t.co/ftRtNBKAOE,,,,0,,,,
3282,497231469757360000,1407384195,RT @Vinokurov12: Россельхозбанк (РСХБ) и Газпромбанк попросили о господдержке из-за введенных в отношении их санкций http://t.co/MC0oU95kG7,,,-1,,,,,-1
3283,497231803200340000,1407384274,Авто кредит сбербанк поддержка автопрома http://t.co/kKMs4EgEUf,0,,,,,,,
3284,497233013156380000,1407384563,"@fd00ch @Reveroff @AlexEnlee понятно, ищут, но даже наш завод не просто на другую платформу перевести, а сбер вообще не представляю как",0,,,,,,,
3285,497233674945850000,1407384720,#Novosti #Economic Сбербанк может повысить ставки по кредитам:  http://t.co/Nf9q22vDpe,-1,,,,,,,
3286,497235280676800000,1407385103,Где оформить кредитную карту банк москвы http://t.co/w9Rk42Oj40,,,,,0,,,
3287,497235437912470000,1407385141,"#vk BizNews: Газпромбанк и Россельхозбанк, попавшие под санкции со стороны США и Евросоюза, обратились за подд... http://t.co/A1hz5BMENo",,,-1,,,,,-1
3288,497236477995020000,1407385389,Газпромбанк и Россельхозбанк попросили денег у государства http://t.co/YckBZwndal,,,-1,,,,,-1
3289,497237090250530000,1407385535,Газпромбанк и Россельхозбанк попросили денег у государства http://t.co/e4dweivYGB,,,-1,,,,,-1
3290,497238790784950000,1407385940,Наличный в кредит райффайзенбанк http://t.co/wWjs58Taxw,,,,,,0,,
3291,497238973337440000,1407385984,Россельхозбанк и Газпромбанк попросили о господдержке из-за санкций http://t.co/FUtDjQBh0D,,,-1,,,,,-1
3292,497243312957710000,1407387018,RT @linkcasa85: ВТБ 24 приостановил прием консульского сбора за визу США из-за санкций...,,-1,,,,,,
3293,497243839870940000,1407387144,Газпромбанк и Россельхозбанк намерены получить господдержку http://t.co/13qpgQpiYR,,,0,,,,,0
3294,497243886361010000,1407387155,Банк москвы г тюмень кредиты http://t.co/TGBUtkaJ79,,,,,0,,,
3295,497244813830660000,1407387376,"RT @V0LGA_SUN: Кому надо помогать, когда пустеют полки магазинов? Правильно - россельхозбанку и газпрому..",,,,,,,,-1
3296,497245310838910000,1407387495,Автокредит втб 24 в 2014 году http://t.co/Ih870IAGDv,,0,,,,,,
3297,497246050898710000,1407387671,Газпромбанк и Россельхозбанк попросили помощи у государства http://t.co/SPolneCiLu,,,-1,,,,,-1
3405,497397957285920000,1407423888,б б б боооль (@ Сбербанк - @sberbank in Moscow) https://t.co/wacLTN1IVy,-1,,,,,,,
3298,497246052001390000,1407387671,Россельхозбанк и Газпромбанк просят помощи у государства,,,-1,,,,,-1
3299,497247034844270000,1407387906,Газпромбанк и Россельхозбанк попросили помощи у государства http://t.co/VTzDWChHEq,,,-1,,,,,-1
3300,497247489456890000,1407388014,Россельхозбанк условия кредитования сельского http://t.co/st9jBl5vVz,,,,,,,,0
3301,497248371690980000,1407388224,#news Ъ: задолженность Газпромбанка ВЭБу будет конвертирована в акции,,,-1,,,,,
3302,497249889105870000,1407388586,@Cvetkova80 Россельхозбанк и Газпромбанк попросили о господдержке из-за са... http://t.co/0S03A0v7Po #Взаимныйфолловинг,,,-1,,,,,-1
3303,497249889387280000,1407388586,Россельхозбанк и Газпромбанк попросили о господдержке из-за санкций http://t.co/oGszBGsLyY,,,-1,,,,,-1
3304,497249890527750000,1407388587,Pavlova_1981 Россельхозбанк и Газпромбанк попросили о господдержке из-за с... http://t.co/InIL4tm3Ui #Взаимныйфолловинг,,,-1,,,,,-1
3305,497249892482290000,1407388587,Cemitsvetic Россельхозбанк и Газпромбанк попросили о господдержке из-за са... http://t.co/Wul8KWqRFX #Взаимныйфолловинг,,,-1,,,,,-1
3306,497249893753160000,1407388587,@v_barbariska Россельхозбанк и Газпромбанк попросили о господдержке из-за ... http://t.co/whkHnKyXE0 #Взаимныйфолловинг,,,-1,,,,,-1
3307,497249895179240000,1407388588,@bezobrazya Россельхозбанк и Газпромбанк попросили о господдержке из-за са... http://t.co/EiE6duNFUn #Взаимныйфолловинг,,,-1,,,,,-1
3308,497250584190520000,1407388752,RT @molodost__bz: #news Россельхозбанк и Газпромбанк попросили о господдержке из-за санкций,,,-1,,,,,-1
3309,497250584924530000,1407388752,"RT @Victor_Trunov: Россельхозбанк и Газпромбанк попросили о господдержке из-за санкций .Первый просит 100 млрд руб,второй-чуть поменьше..ht…",,,-1,,,,,-1
3310,497250634391770000,1407388764,#Новости #ВМире Россельхозбанк и Газпромбанк попросили о господдержке из-за санкций http://t.co/jvSlW0FgkU,,,-1,,,,,-1
3311,497250864826820000,1407388819,Россельхозбанк и Газпромбанк попросили о господдержке из-за санкций: Россельхозбанк (РСХБ) и Газпромбанк попросили о государственной ...,,,-1,,,,,-1
3312,497251408220280000,1407388948,Газпромбанк и Россельхозбанк намерены получить господдержку.Банки хотят получить помощь в связи с введенными США и Евросоюзом санкциями.,,,-1,,,,,-1
3313,497252463708500000,1407389200,Ипотечные кредиты сбербанк в екатеринбурге http://t.co/FXHG40atWu,0,,,,,,,
3314,497252738485750000,1407389266,RT @Athebest1k: Звонил в сбербанк и предложил им взять у меня кредит на их же условиях. Послали на хуй!,-1,,,,,,,
3315,497253775057620000,1407389513,Россельхозбанк и Газпромбанк просят у государства поддержки,,,-1,,,,,-1
3316,497254897209720000,1407389780,Россельхозбанк и Газпромбанк попросили о господдержке из-за санкций http://t.co/qd5F9JIXPO,,,-1,,,,,-1
3317,497255119293930000,1407389833,"Попавшие под санкции ""Россельхозбанк"" и ""Газпромбанк"" просят господдержки http://t.co/Iau3H23wuO",,,-1,,,,,-1
3318,497255887170710000,1407390016,"Газпромбанк и Россельхозбанк, попавшие под санкции со стороны США и Евросоюза, обратились за поддержкой к... http://t.co/kZ0SiHkNrx",,,-1,,,,,-1
3319,497259219083860000,1407390811,RT @findozor: СМИ: Россельхозбанк и Газпромбанк просят помощи у государства #банк #финансы http://t.co/Edw0eGcYih,,,-1,,,,,-1
3320,497260122729490000,1407391026,"Сбербанк заработал на карточках: Как и другие банки, Сбербанк увеличивает выдачу кредитов в ипотеке и по банко... http://t.co/I0Y3ZayWwA",1,,,,,,,
3321,497261691701580000,1407391400,Ъ: задолженность Газпромбанка ВЭБу будет конвертирована в акции,,,-1,,,,,
3322,497261887982420000,1407391447,"RT @pani_walewska: Сбербанк был абсолютно уверен, что на него санкции не распространятся. Не прошло и трех недель....Два дня рук-во не могл…",-1,,,,,,,
3323,497264026590520000,1407391957,Кредитные карты альфа банка в москве http://t.co/yMv7i2I9Pk,,,,0,,,,
3324,497264613919290000,1407392097,"Попавшие под санкции банки попросили денег у государства /  / Газпромбанк и Россельхозбанк, попавшие под санкции .. http://t.co/a30RSOEebc",,,-1,,,,,-1
3325,497264770865590000,1407392134,"http://t.co/1MYmY2LxFU Попавшие под санкции ""Россельхозбанк"" и ""Газпромбанк"" просят господдержки",,,-1,,,,,-1
3326,497264975095010000,1407392183,"RT @ElvisMikle: ХВАТИТ КОРМИТЬ ПУТЛЕРОВСКУЮ ХУНТУ! Россельхозбанк и Газпромбанк попросили о господдержке из-за  санкций
 http://t.co/0tFGQv…",,,-1,,,,,-1
3327,497266933516210000,1407392650,Чувашское отделение Сбербанк провело совещание с представителями сервисной организации по вопросам работоспособности сети устройств самообс,0,,,,,,,
3328,497267599018050000,1407392809,Взять кредит в газпромбанк http://t.co/j2RbhgZ4j4,,,0,,,,,
3329,497268982291130000,1407393138,"7 августа. FINMARKET.RU - Газпромбанк просит включить его в список банков, которые получат право конвертировать субординированные кредиты В",,,0,,,,,
3330,497269481203570000,1407393257,Документы для получения кредита в сбер банке http://t.co/zuytFRBIHp,0,,,,,,,
3331,497269846611350000,1407393344,"RT @Creditam: @vtb Банк ВТБ парсит сайт ""Моя реклама"" и звонят по контактам предлагают кредиты, охренели #vtb #vtb24 #banks",,-1,,,,,,
3332,497272276665260000,1407393924,Оплатить визу в США через ВТБ 24 теперь нельзя,,-1,,,,,,
3333,497272318041680000,1407393934,RT @FastSlon: Газпромбанк и Россельхозбанк попросили государство помочь им бороться с санкциями http://t.co/M2tezCFyjy,,,-1,,,,,-1
3334,497272653561230000,1407394014,Кредит райффайзенбанк санкт петербург http://t.co/NmeRhYM1x2,,,,,,0,,
3335,497273263849230000,1407394159,http://t.co/nb4QJATCrR Получить кредит в банке сбербанк россии москва и обл,0,,,,,,,
3336,497273365325830000,1407394183,Газпромбанк и Россельхозбанк попросили помощи у государства - Быстрый Slon http://t.co/WsHbbu8uq5 развлечения путена из нашего кармана...,,,-1,,,,,-1
3337,497274156694930000,1407394372,Более 2000 потребительских кредитов выдал Сбербанк в Марий Эл в июле,0,,,,,,,
3338,497274655506720000,1407394491,Рассчитать сумму кредита сбербанк http://t.co/XXPKAcFDpa,0,,,,,,,
3339,497275779492110000,1407394759,"Попавшие под санкции российские банки попросили о господдержке - СМИ: Россельхозбанк и Газпромбанк, попавшие п... http://t.co/zEJzvsrgTR",,,-1,,,,,-1
3340,497276110301040000,1407394838,Максимальные кредит без поручительства сбербанк http://t.co/VfcobN0T33,0,,,,,,,
3341,497277519960480000,1407395174,@miss_dashanel была бы карта - не стояла бы час) + Сбербанк онлайн реально хорош,1,,,,,,,
3342,497279086868170000,1407395547,Сбербанк в январе-июле увеличил чистую прибыль по РСБУ до 222 млрд руб: Сбербанк в январе-июле 2014 года нарастил чистую прибыль по р...,1,,,,,,,
3343,497280024161320000,1407395771,Кредит в втб 24 http://t.co/1lOH0Dv3My,,0,,,,,,
3344,497280343737900000,1407395847,RT @itass: СМИ: Россельхозбанк и Газпромбанк попросили о господдержке из-за санкций http://t.co/9efnnUoPv7,,,-1,,,,,-1
3345,497282142343550000,1407396276,Банк москвы кредиты транс кредит http://t.co/EzlJTbb3V3,,,,,0,,,
3346,497282182134900000,1407396285,http://t.co/pl4qnyjOMm Оформить кредит через интернет в альфабанке мурманск,,,,0,,,,
3347,497286526657500000,1407397321,Газпромбанк и Россельхозбанк просят поддержки государства http://t.co/KLTKazgDne #economics,,,-1,,,,,-1
3348,497286632761210000,1407397347,http://t.co/MKPqx56eUM Взять кредит в уралсиб банке,,,,,,,0,
3349,497290362101440000,1407398236,Газпромбанк и Россельхозбанк (РСХБ) просят государственной поддержки в связи с санкциями. Минфин относится к запросам банков скептически.,,,-1,,,,,-1
3350,497292449958460000,1407398733,RT @jkDina: Внутридневной взгляд - Сбербанк http://t.co/nFdqWoZZTL,0,,,,,,,
3351,497293968858940000,1407399096,"Чистая прибыль @sberbank за 7 месяцев 2014 года выросла к 2013 году на 5,5% в том числе на переоценке курса рубля, однако акции компании",1,,,,,,,
3352,497294174358890000,1407399145,Кредит для малого бизнеса сбербанк россии http://t.co/YOc6Tid9Ll,0,,,,,,,
3353,497294286992740000,1407399171,Кредит под строительство дома сбербанк http://t.co/R9XtN4slvT,0,,,,,,,
3354,497295791158230000,1407399530,"RT @GazetaRu: Сбербанк увеличивает выдачу ипотечных кредитов и по банковским картам на 61%.
http://t.co/xgL9Gh8rgi http://t.co/VPFVx4u70P",1,,,,,,,
3355,497296277835880000,1407399646,RT @sberbank: Соглашайтесь на большее под меньший процент! Специальное предложение Сбербанка по ипотеке действует до конца сентября http://…,1,,,,,,,
3356,497297866751090000,1407400025,«Газпромбанк» и «Россельхозбанк» попросили финансовой помощи у государства (46),,,-1,,,,,-1
3357,497299722936530000,1407400467,Заявка на потреб кредит втб 24 http://t.co/Ogr8P7LZpX,,0,,,,,,
3358,497299881174630000,1407400505,Биржевые облигации серии БО-22 RU000A0JTN01 (RU_VTBRb1) ОАО Банк ВТБ (Россия) включены в официаль... http://t.co/xSZTPPo3K1,,0,,,,,,
3359,497300075258060000,1407400551,@sberbank @maxnaumov Действительно)),0,,,,,,,
3360,497301161360500000,1407400810,Банк москвы улучшил условия кредитования http://t.co/AZF5nNfSz4,,,,,1,,,
3361,497302922632650000,1407401230,Россельхозбанк и Газпромбанк попросили о господдержке http://t.co/tejZ2P7WPS #klerk,,,-1,,,,,-1
3362,497305457992950000,1407401835,Газпромбанк и Россельхозбанк попросили помощи у государства http://t.co/8dJSOUvTUa http://t.co/0WzIWEzR91,,,-1,,,,,-1
3363,497306260107460000,1407402026,Авто кредитование физических лиц сбербанк http://t.co/T7VqKd96Jb,0,,,,,,,
3364,497311341313790000,1407403238,RT @Today_Novosti: ВТБ 24 прекратил прием консульских сборов за оформление виз США http://t.co/tU6lPJBrBo,,-1,,,,,,
3365,497312055041720000,1407403408,RT @rsrtiodssopu: Сбербанк России - 170 лет на рынке очередей!,-1,,,,,,,
3366,497313369972830000,1407403721,Телефоны кредитного отдела альфа банка http://t.co/3ujZIelQCK,,,,0,,,,
3367,497313370853230000,1407403721,Россельхозбанк расширяет свое присутствие в Москве http://t.co/Rpnd1GaQN4 #новости,,,,,,,,1
3368,497313508993020000,1407403754,RT @finam_blog: Намерение исключить акции #Сбербанк и #ВТБ из индексов MSCI и FTSE может оказывать давление на бумаги банков http://t.co/KZ…,-1,-1,,,,,,
3369,497313619294830000,1407403781,"RT @RSHBmedia: Россельхозбанк в пять раз увеличит присутствие в Москве и Подмосковье к концу 2020 года
http://t.co/tQrNs7WC1s",,,,,,,,1
3370,497317126861230000,1407404617,"Россельхозбанк и Газпромбанк, попавшие под западные санкции, попросили у государства финансовой поддержки. Об этом сообщают «Ведомости» со",,,-1,,,,,-1
3371,497317418109120000,1407404686,Райффайзенбанк: Обмен санкциями не дает повода для оптимизма,,,,,,-1,,
3372,497320527891940000,1407405428,Банк Москвы выпустил для банков-партнеров миллион платежных карт - Ведомости http://t.co/fTQ5IyfUvZ,,,,,1,,,
3373,497320807350010000,1407405494,Взять кредит в альфа банке саратов,,,,0,,,,
3374,497329624029100000,1407407596,"&amp;laquo;Россельхозбанк&amp;raquo; и &amp;laquo;Газпромбанк&amp;raquo; после ужесточения против них санкций со стороны ЕС, обратились за помощью к федера",,,-1,,,,,-1
3375,497330823910030000,1407407883,Reuters: Сбербанк не планирует привлечения нового акционерного капитала http://t.co/IML3MIJhB1 #banki,0,,,,,,,
3376,497332059778860000,1407408177,@sberbank хотел купить$ на табло курс такой (фото)захожу говорят на 5 коп больше это как называется? отд  199530 http://t.co/k3DSW3ksxY,-1,,,,,,,
3377,497335969109270000,1407409109,Ипотечный кредит втб 24 калькулятор http://t.co/dGorqaWZSB,,0,,,,,,
3378,497336609877300000,1407409262,Банк сбербанк в спб кредит http://t.co/6JACbc3i6I,0,,,,,,,
3379,497339429242290000,1407409934,RT @stikskure: ВТБ 24 прекратил прием консульских сборов за оформление виз США,,-1,,,,,,
3380,497340127086410000,1407410101,Расчитать кредит в казани сбербанк http://t.co/yo2AJPmIBA,0,,,,,,,
3381,497340279029240000,1407410137,RT @aifonline: Сбербанк России приступил к выпуску альтернативной Visa и MasterCard карты http://t.co/BqTRdGKiup http://t.co/ITPNTDvgvT,0,,,,,,,
3382,497340595288170000,1407410212,"RT @substartita1985: Посольство США прекратило прием визового сбора через банк ВТБ 24.Посольство США подтвердило, что больше не принимает к…",,-1,,,,,,
3383,497341280343430000,1407410376,Санкции в действии: Сбербанк и ВТБ отказываются от выпуска акций,-1,-1,,,,,,
3384,497345324198150000,1407411340,Газпромбанк и Россельхозбанк просят у государства поддержки из-за санкций,,,-1,,,,,-1
3385,497349176506990000,1407412258,Процентная ставка по кредиту в сбер банке http://t.co/UCaa9IVD0O,0,,,,,,,
3386,497349291288300000,1407412286,"#ru_ff Ты только узнал, что Сбер отстой?",-1,,,,,,,
3387,497351495797710000,1407412811,Россельхозбанк наращивает сеть филиалов в столичном регионе,,,,,,,,1
3388,497354882399990000,1407413619,"Объем вкладов в Марийском филиале Россельхозбанка  составил 3,5 млрд рублей.: По состоянию на 1 августа 2014 г... http://t.co/FMIFsyvKfC",,,,,,,,0
3389,497357407690190000,1407414221,"RT @Hy_Donetsk: Львовянки принесли гуманитарочку  жертвам Путинского режима.

#Львов #Сбербанк http://t.co/THRJX5qMT4",0,,,,,,,
3390,497357612405760000,1407414269,Кредит на месяц альфа банк http://t.co/9DrWWOQXIz,,,,0,,,,
3391,497357613701810000,1407414270,Кредит без поручителей втб 24 http://t.co/B14Wy5tIb0,,0,,,,,,
3392,497361107091460000,1407415103,Процентная ставка на кредиты сбербанк http://t.co/ZGF0cWF6dB,0,,,,,,,
3393,497366197432640000,1407416316,"Новости банков: #Россельхозбанк в пять раз увеличит присутствие в Москве и Подмосковье к концу 2020 года

#еда
http://t.co/qp6xeORbno",,,,,,,,1
3394,497366241557100000,1407416327,RT @vawavadeduku: http://t.co/CDWjAvbcXK Сбербанк начал выпуск карт на базе российской платежной системы&amp;#8230;,1,,,,,,,
3395,497366242068810000,1407416327,Пенсионный кредит сбер банка россии http://t.co/6PsenNgMRA,0,,,,,,,
3396,497369486895640000,1407417101,Россельхозбанк снизил ставки по кредитам для владельцев личных подсобных хозяйств (ЛПХ). Наибольшие изменения коснулись займов на сроки от,,,,,,,,1
3397,497374144825020000,1407418211,кредитная карта альфа банка,,,,0,,,,
3398,497377819958460000,1407419087,Узнать статус заявки кредита втб 24 http://t.co/UritwUUxWU,,0,,,,,,
3399,497379971535750000,1407419600,Россельхозбанк снизил ставки по кредитам личным подсобным хозяйствам #K,,,,,,,,0
3400,497382878507190000,1407420293,Льготный кредит автомобиль сбербанк http://t.co/eraCQpFhUR,0,,,,,,,
3401,497386226958470000,1407421092,@alfa_bank Второй раз пытаюсь снять деньги с карты и банкомат просто возвращает карту! Нахожусь в лондоне! с чем это связано?,,,,-1,,,,
3402,497395199698410000,1407423231,Россельхозбанк и Газпромбанк из-за санкций обратились за поддержкой к правительству - Интерфакс http://t.co/jGJ9fCl6XI,,,0,,,,,0
3403,497397030029750000,1407423667,RT @MNaumov18: Сбербанк приглашает кировских предпринимателей на бизнес-семинары,0,,,,,,,
3404,497397804760050000,1407423852,"я сегодня ходил в сбербанк за картой, там оч милая девушка работала с:",0,,,,,,,
3406,497401321927210000,1407424691,Кредитные программы банка втб 24 http://t.co/LLuGoNxJdX,,0,,,,,,
3407,497402845478810000,1407425054,Ипотечные кредиты в альфа банке http://t.co/6JBznpfY2Q,,,,0,,,,
3408,497410006187540000,1407426761,Банк Москвы решил снабдить отечественными картами своих сотрудников. На «всякий случай»,,,,,0,,,
3409,497412084473530000,1407427257,#США и их #санкции. #Ирония. #Сбербанк России приступил к выпуску банковских карт на базе российской платежной... http://t.co/LVQkeekNSW,0,,,,,,,
3410,497420056159330000,1407429157,http://t.co/64GBv09ET7 Втб 24 новосибирск взять кредит калькулятор,,0,,,,,,
3411,497427483067940000,1407430928,Россельхозбанк открывает дополнительные офисы в Москве и Подмосковье,,,,,,,,0
3412,497433258251290000,1407432305,"Как и другие банки, Сбербанк увеличивает выдачу ипотечных кредитов и по банковским картам. Впрочем, прибыль российской банковской системы в",0,,,,,,,
3413,497443658606860000,1407434784,"найдена карточка сбербанк на имя Aliya Safina, верну хозяйке",0,,,,,,,
3414,497448189713460000,1407435865,RT @kolureqihyh: Сбербанк допустил повышение ставок по кредитам,-1,,,,,,,
3415,497452159940970000,1407436811,СМИ: банки просят господдержки из-за введенных против них санкций.Россельхозбанк (РСХБ) и Газпромбанк попросили о государственной поддержке,,,0,,,,,0
3416,497454694847880000,1407437416,Оплатить кредит через сбербанк онлайн http://t.co/YsQubh88X9,0,,,,,,,
3417,497455433322230000,1407437592,Редакция газеты«Загородные вести» Индустриальные парки Тульской области поддержит Сбербанк России http://t.co/qMGjAzvfOT с помощью @zagvesti,0,,,,,,,
3418,497458184609470000,1407438248,Новости банков: Сбербанк не видит необходимости привлечения дополнительного акционерного капитала путем в...  #банки #кредиты,0,,,,,,,
