id,twitid,date,text,sberbank,vtb,gazprom,alfabank,bankmoskvy,raiffeisen,uralsib,rshb
4513,498675889857910000,1407728571,Кредитная карта альфа банк космо http://t.co/iG1lAljWma,,,,0,,,,
4514,498676571398730000,1407728734,RT @sejuruhukas: автокредит в альфа банке условия http://t.co/YdEhA6iCg2,,,,0,,,,
4515,498677630607330000,1407728986,вывод с webmoney в сбербанк http://t.co/Hzx1OvPeaP,0,,,,,,,
4516,498677809272090000,1407729029,Банк москвы кредит поручитель http://t.co/1DFepwuJ4q,,,,,0,,,
4517,498677942009230000,1407729061,Автокредит сбербанк россии выгодные условия http://t.co/AyffTp0LZy,0,,,,,,,
4518,498679380076670000,1407729403,Райффайзенбанк заявки на кредит http://t.co/xaRHZBeS5i,,,,,,0,,
4519,498680564548140000,1407729686,Я.Новости | Финансы: Сбербанк выдал «Вымпелкому» кредиты на 40 млрд. рублей http://t.co/6EKBEq13Er,0,,,,,,,
4520,498680981587770000,1407729785,Кредит ипотечный стандарт сбербанк http://t.co/vYAsv9muXW,0,,,,,,,
4521,498682300348240000,1407730100,Процентные ставки по кредитам прогнозы сбербанк http://t.co/nSoB4AxaUM,0,,,,,,,
4522,498682442820370000,1407730134,Потребительский кредит газпромбанк краснодар http://t.co/wu2aOPe48k,,,0,,,,,
4523,498683295191020000,1407730337,Кредитование потребительское сбербанк россии http://t.co/Jo3pxglxdl,0,,,,,,,
4524,498683348345030000,1407730349,Оформление потребительского кредита банк москвы http://t.co/KxrwWXgqzC,,,,,0,,,
4525,498683839888520000,1407730467,Банк втб 24 казань кредит http://t.co/bTFO28JGZF,,0,,,,,,
4526,498685510857290000,1407730865,Уралсиб банк ипотечный кредит http://t.co/vkxgVkPsAu,,,,,,,0,
4527,498689978017510000,1407731930,Заявление анкета на получение кредита в россельхозбанке http://t.co/uWIHPpTV2s,,,,,,,,0
4528,498690431891570000,1407732038,Кредиты малому бизнесу в перми сбербанк http://t.co/uyWiEVnDKR,0,,,,,,,
4888,499228040099280000,1407860214,Банк москвы кредит без http://t.co/GwaFoa4jiI,,,,,0,,,
4529,498690467320840000,1407732047,Россельхозбанк йошкар ола кредит http://t.co/oGARqgxCVH,,,,,,,,0
4530,498690474908340000,1407732049,Кредитный калькулятор альфа банк http://t.co/ry0cCjrOec,,,,0,,,,
4531,498691569118350000,1407732310,RT @tohizecahary: заполнить заявку на кредит в альфа банке рассчитать http://t.co/bCCo6IOR2y,,,,0,,,,
4532,498692498643230000,1407732531,Кредит банке втб 24 ростов на дону http://t.co/mYkKSZX6Pw,,0,,,,,,
4533,498693878514720000,1407732860,Взять кредит наличными в альфа банкечелябинска http://t.co/LaePcu5AZe,,,,0,,,,
4534,498693918306090000,1407732870,Ипотечные кредиты сбербанка и втб 24 http://t.co/6i76oo6If1,0,0,,,,,,
4535,498695830988400000,1407733326,"@Vedomosti #Морганы- известные манипуляторы,не раз садившиеся публично в лужу со своими прогнозами,из #Сбербанка и #ВТБ - уже многие вышли",-1,-1,,,,,,
4536,498699054717870000,1407734094,Кредитная карта альфа банка виза классик http://t.co/yyNSR0F6Ei,,,,0,,,,
4537,498699549410870000,1407734212,Райффайзенбанк аваль донецк кредит http://t.co/gvT3RtXFbI,,,,,,0,,
4538,498699604033270000,1407734225,Потребительское кредитование сбербанк россии краснодарский край http://t.co/Ox8BHSWk0z,0,,,,,,,
4539,498700234399430000,1407734375,Это надо было видеть как я заходиоа в сбер и аптеку,0,,,,,,,
4540,498702336370290000,1407734877,http://t.co/0jHmXLsCfe Сбербанк выступил генеральным партнером хакатона мобильных финансовых сервисов http://t.co/ros2VxNDlo,0,,,,,,,
4541,498702426460140000,1407734898,Кредиты альфа банк в воронеже http://t.co/hRXT5Tutst,,,,0,,,,
4542,498702914744220000,1407735014,СМИ: Россельхозбанк и Газпромбанк просят помощи у государства,,,-1,,,,,-1
4544,498707417111470000,1407736088,RT @hobogipyweny: альфа банк тюмень кредит наличными http://t.co/wOQgUkfahi,,,,0,,,,
4545,498707417988080000,1407736088,RT @tteCortez: банк москвы в красноярске кредиты потребительские форматы http://t.co/hX9u3Zg4Tn,,,,,0,,,
4547,498709030710550000,1407736473,Автокредит втб 24 в 2014 году http://t.co/tPcFl5GKY3,,0,,,,,,
4548,498710636072030000,1407736855,Проценты по кредиту выданному россельхозбанк http://t.co/DrLLg5nNBI,,,,,,,,0
4549,498710678757460000,1407736866,потребительский кредит сбербанк липецк http://t.co/ev35Gm23fi,0,,,,,,,
4550,498710719823880000,1407736875,RT @switrupurtusi: кредит наличными харьков альфа банк http://t.co/CVB8yimE3E,,,,0,,,,
4551,498710723615150000,1407736876,"Goldman Sachs повысил свой прогноз роста цен до 8%,в ""Ренессансе"" ожидают инфляцию в 7,5%,""Райффайзен"" предсказывает рост цен от 7 до 7,5%.",,,,,,0,,
4552,498712164694500000,1407737220,"@sberbank, если это вы звоните мне с номера +74955102933 и бросаете трубку, перестаньте это делать, пожалуйста. Это новый вид спама?",-1,,,,,,,
4553,498712167622140000,1407737221,«Банк Москвы» выделил АПК «МаВР» 1 млрд руб.,,,,,0,,,
4554,498712214883530000,1407737232,"@alfa_bank, сделайте велопарковки.",,,,0,,,,
4555,498712555796570000,1407737313,Условия кредитования физ лиц втб 24 http://t.co/4Tcw0lDbED,,0,,,,,,
4556,498712556937430000,1407737313,Коммунальные платежи кредитной картой райфайзен банк http://t.co/RnsMUalZYE,,,,,,0,,
4557,498712648780120000,1407737335,Райффайзен банк проценты по кредитам http://t.co/6CYe2p9Akt,,,,,,0,,
4558,498712695236210000,1407737346,Выданные ипотечные кредиты банк уралсиб http://t.co/uQmD8k3FUS,,,,,,,0,
4559,498714099099130000,1407737681,Эльдорадо альфа банк кредит http://t.co/FLahAbHoNj,,,,0,,,,
4561,498718430631970000,1407738714,"10:16:33 В стратегии ""Полёт орла"" (http://t.co/sXOkgL3RoR): Исполнена заявка Сбербанк покупка цена: 73.09000 количество: 24.57%",0,,,,,,,
4562,498719600595720000,1407738993,Воронеж сбербанк кредитный калькулятор http://t.co/T6lvEogHnI,0,,,,,,,
4563,498719681684180000,1407739012,Кредит юридические лица сбербанк рф http://t.co/3RWp3TtsGs,0,,,,,,,
4564,498720465956120000,1407739199,"@alfa_bank в подробностях не помню; знаю, что не подключал альфа-чек, но отключал точно",,,,0,,,,
4565,498720645249660000,1407739242,Кредит молодая семья сбербанк ub27 http://t.co/tZiE9Jfkx0,0,,,,,,,
4566,498721408608780000,1407739424,Акции РФ выросли в начале торгов после решения MSCI оставить Сбербанк в индексе http://t.co/90jfUHUBUD http://t.co/xZt4gWytgK,1,,,,,,,
4567,498722439686540000,1407739670,RT @FastSlon: Сбербанк и ВТБ умудрились остаться в фондовых индексах http://t.co/rTIOUJpZOU после чего их  ?п?р?а?в?о?с?л?а?в?н?ы?е?  акции…,1,1,,,,,,
4568,498723150235190000,1407739839,"RT @Fenring: @navalny голос номер 6 молодец, спохватился и вспомнил что Газпром, сбер и РЖД в Крым напрямую не идут и предложил через админ…",0,,,,,,,
4569,498723674040840000,1407739964,"Александр Дюков: Политическое решение уже принято — Крым в составе РФ. Но тем не менее «Газпром», «Роснефть», РЖД, Сбербанк в Крым не идут,",0,,,,,,,
4570,498723761613310000,1407739985,"Банк ВТБ 24 Банкомат, ЗАО, филиал в г. Сестрорецке Санкт-Петербург http://t.co/PcAATqPG82",,0,,,,,,
4571,498724096189150000,1407740065,RT @Afyan4ik: А никто не говорил как я должна носить этот платок) @ Сбербанк http://t.co/aovv0GmUBo,0,,,,,,,
4984,499343157436630000,1407887660,Банк втб 24 автокредиты http://t.co/phhQiME757,,0,,,,,,
4572,498724639288620000,1407740194,Финансирование кредитования в альфа банке http://t.co/IW3bP0q3IJ,,,,0,,,,
4573,498725576380020000,1407740417,"RT @maglov: Александр Дюков: Политическое решение уже принято — Крым в составе РФ. Но тем не менее «Газпром», «Роснефть», РЖД, Сбербанк в К…",0,,,,,,,
4574,498726121979280000,1407740548,Процентные ставки по кредитам на жилье сбербанк http://t.co/2xezuQxkwI,0,,,,,,,
4575,498726744644680000,1407740696,RT @kucheramat: Сбербанк России - 170 лет на рынке очередей! http://t.co/DDX2sNbHds,-1,,,,,,,
4576,498727720109760000,1407740929,Санкт петербург сбербанк кредиты физическим лицам http://t.co/lpCoMIeiuz,0,,,,,,,
4577,498731174261300000,1407741752,RT @alfa_bank: Альфа-Банк в партнерстве с Visa представляет программу развития финтех-стартапов Alfa Camp: http://t.co/O4i5tYEoFE http://t.…,,,,0,,,,
4578,498732956161430000,1407742177,В Липецке Сбербанк подписал соглашение о сотрудничестве с Ассоциацией молодых предпринимателей http://t.co/DXOGW7bplz,0,,,,,,,
4579,498734168277540000,1407742466,Кредитный банк москвы адреса http://t.co/OPuilTiMpq,,,,,0,,,
4580,498734215458870000,1407742477,Кто брал автокредит в райффайзенбанк http://t.co/w2o7PDI7sL,,,,,,0,,
4581,498735547310170000,1407742795,"Долбаните мне по голове, чтоб я наконец-то перешла через себя, поехала в сбербанк и сделала эту долбаную карточку",0,,,,,,,
4582,498736124719010000,1407742932,RT @gypujifedyhy: взять кредит в банке райффайзен центральбанк http://t.co/0PL7TIyphY,,,,,,0,,
4583,498737243776120000,1407743199,"@VovanATC Это испытание для новых сотрудников @sberbank. Необходимо дико троллить клиента, но делать это так, чтобы он не звал управляющего.",-1,,,,,,,
4584,498738059203320000,1407743394,RT @sberbank: Сбербанк запускает программу потребительских кредитов для военнослужащих. Подробности: http://t.co/L8KIyw2w8I,1,,,,,,,
4585,498740818631750000,1407744051,Кредит физическому лицу сбербанк иркутск http://t.co/UhlOU80zbK,0,,,,,,,
4586,498740913745970000,1407744074,"@sberbank подскажите, пожалуйста, сколько максимум денег можно снять в банкомате СБ с фамильной карточки Visa (за 1 раз, за 1 сутки) ?",0,,,,,,,
4587,498741186815740000,1407744139,#жизненное На всём постсоветском пространстве Сбербанк России считается одним из самых крупных... http://t.co/KgzMNIOBe3 #новостиДня,1,,,,,,,
4588,498741187251930000,1407744139,#мир Сбербанк России – лидер финансового рынка: На всём постсоветском пространстве Сбербанк России... http://t.co/q01BJyTiis #факты,1,,,,,,,
4589,498741233360310000,1407744150,Потребительский кредит в россельхозбанке http://t.co/uJd9yBvP4c,,,,,,,,0
4590,498745302690850000,1407745121,"RT @KabanMadan: Испытываю чистую, яркую, незамутненную ненависть к @sberbank вообще и его ОнЛайн в частности, и собираюсь ее разжигать и ны…",-1,,,,,,,
4591,498745721324330000,1407745220,Кредитные калькуляторы втб 24 в уфе http://t.co/w1GKWymV9S,,0,,,,,,
4592,498745753616270000,1407745228,Потребительские кредиты в альфа банке нижнего новгорода http://t.co/cuI4WhszzU,,,,0,,,,
4593,498747359384600000,1407745611,Кредитный отдел сбербанк энгельс http://t.co/hUBLehHkFk,0,,,,,,,
4594,498747362303830000,1407745612,"Ростовский филиал Россельхозбанка увеличил портфель кредитов в сегменте малого бизнеса до 6,4 млрд рублей",,,,,,,,1
4595,498747827473110000,1407745723,Выдает ли кредиты сбербанк россии http://t.co/eTTLWT4sWF,0,,,,,,,
4596,498748088212010000,1407745785,Акции ВТБ и Сбербанка растут почти на 4% на новостях по MSCI Финансы.рф http://t.co/93RwkFCEP0 #финансы #ВТБ #Сбербанк #MSCI #банки #банкиру,1,1,,,,,,
4597,498749304941860000,1407746075,Авто кредитование альфа банка http://t.co/Km6A4GcUng,,,,0,,,,
4598,498749568620960000,1407746138,Терминал сломан. К обеду не ждите (((( #пц #сбертакойсбер #апокалипсис (at @sberbank) https://t.co/amcjPYhcRK http://t.co/vvoENKRsJQ,-1,,,,,,,
4599,498750402037580000,1407746336,"вот когда подадут такую-жа жалобу на сбербанк россии (и т.д.), я, пожалуй, задумаюсь: вступаться ли за права зенщин иле нед",-1,,,,,,,
4600,498752923154000000,1407746937,Кредитные карты альфа банка заявка http://t.co/hVc6WCiRmL,,,,0,,,,
4601,498754002642020000,1407747195,RT @Neftegaz_RU: Газпромбанк: Eurasia Drilling выиграет от западных санкций на ввоз нефтесервисного оборудования: Eurasia Drill... http://t…,,,0,,,,,
4602,498757963633680000,1407748139,Авто в кредит через сбербанк http://t.co/Uc5zpkgAgA,0,,,,,,,
4603,498759471930560000,1407748499,Кредит райффайзен банк аваль http://t.co/pqFNODIQ7S,,,,,,0,,
4604,498760809238230000,1407748818,Какие документа для кредитов альфа банка http://t.co/6ddSKAZyRJ,,,,0,,,,
4605,498763194492810000,1407749386,Россельхозбанк стал победителем конкурса «Лучшие товары и услуги малого бизнеса города Йошкар-Олы» #R,,,,,,,,1
4606,498763878663480000,1407749549,И внезапно Сбер увеличил мне кредитный лимит...,1,,,,,,,
4607,498764161120500000,1407749617,RT @sberbank: Штрих-коды от Сбербанка позволят совершать платежи быстро и без ошибок http://t.co/WrDTBAIG5X http://t.co/uGX7rEuIDF,1,,,,,,,
4608,498765729182020000,1407749991,RT @poifguglielma: микро кредит сбербанк росси http://t.co/EOAvBNt0kE,0,,,,,,,
4609,498766449104920000,1407750162,Жилищный кредит банк москвы http://t.co/e2kHuSL8fB,,,,,0,,,
4610,498766451445370000,1407750163,Кредит наличными орел сбербанк http://t.co/vUedwaTkL3,0,,,,,,,
4611,498768426580840000,1407750634,RT @qisudusaryw: втб 24 ставрополь автокредит условия http://t.co/zbdyZUVwid,,0,,,,,,
4612,498768474232360000,1407750645,Минимальная сумма кредита в альфа банке http://t.co/1vDZOvwh9R,,,,0,,,,
4613,498768614833810000,1407750679,"RT @sberbank: Репортаж с Хакатона мобильных финансовых сервисов, прошедшего при поддержке Сбербанка: http://t.co/e2z1LaQgpW",0,,,,,,,
4614,498769045114850000,1407750781,@AlfabankBY спасибо большое!,,,,1,,,,
4616,498769375345000000,1407750860,RT @jecamejebag: альфа банк продление карты http://t.co/rhnjb9s643,,,,0,,,,
4617,498770459211880000,1407751118,Банк москвы кредитная карта как получить http://t.co/F5sBjbEPsS,,,,,0,,,
4618,498770499829510000,1407751128,Райффайзенбанк кредит наличными сургут http://t.co/HuiNSKl1v5,,,,,,0,,
4619,498771409363960000,1407751345,"#бизнес Газпромбанк погасил синдицированный кредит на $1,2 млрд: Газпромбанк своевременно погасил синдицирован... http://t.co/htsbjDnMD9",,,1,,,,,
4620,498773526883880000,1407751850,Ипотечное кредитование сбербанк в новосибирске http://t.co/GNZf3PO5lH,0,,,,,,,
4621,498773751865950000,1407751903,"Газпромбанк погасил синдицированный кредит на $1,2 млрд: Газпромбанк своевременно погасил синдицированный кред... http://t.co/FuHS5izQX9",,,1,,,,,
4622,498773754999080000,1407751904,"Газпромбанк погасил синдицированный кредит на $1,2 млрд: Газпромбанк своевременно погасил синдицированный кред... http://t.co/rfuRDqccHZ",,,1,,,,,
4623,498774200601960000,1407752010,"Газпромбанк погасил синдицированный кредит на $1,2 млрд: Газпромбанк своевременно погасил синдицированный кред... http://t.co/X6P8EFYYsc",,,1,,,,,
4624,498774969833500000,1407752194,Кредитные карты банк москвы отзывы http://t.co/uRtqvZJU2w,,,,,0,,,
4625,498775075030830000,1407752219,Банкомат для погошения кредита втб 24 http://t.co/N7dIemQSYc,,0,,,,,,
4626,498775648706380000,1407752356,"Газпромбанк погасил синдицированный кредит на $1,2 млрд: Газпромбанк своевременно погасил синдицированный кред... http://t.co/Eho9Myx1oO",,,1,,,,,
4627,498776860335940000,1407752644,"#Россия  Газпромбанк погасил синдицированный кредит на $1,2 млрд http://t.co/NPt1CabAql  #sledui",,,1,,,,,
4628,498777450319740000,1407752785,Кредитные карточки райффайзен банка http://t.co/3I4gBJ1eUx,,,,,,0,,
4629,498778386655750000,1407753008,"Омская детская больница получила новейший аппарат для анестезии: Напоминаем, Банк ВТБ провёл уже ставшую тради... http://t.co/NPCI5F0Q0o",,0,,,,,,
4630,498778430151090000,1407753019,Кредит наличными в банк москвы http://t.co/hqN63JDg2v,,,,,0,,,
4631,498778606009860000,1407753061,Банк втб 24 кредиты калькулятор http://t.co/EW4IzaY4ea,,0,,,,,,
4632,498783238559900000,1407754165,@sberbank а почему аппараты со сканерами убирают и отделений?,0,,,,,,,
4633,498784838871430000,1407754547,RT @bubugociwuv: альфа банк кредитная карта,,,,0,,,,
4634,498785413251610000,1407754684,"#Новости #Экономика Газпромбанк погасил синдицированный кредит на $1,2 млрд http://t.co/mORmtLJvxK",,,1,,,,,
4635,498785969970360000,1407754816,Санкции не проиндексировали - Акции российских госбанков остались в MSCI http://t.co/jDoKYzA343 @sberbank @vtb @kommersant #новости,1,1,,,,,,
4636,498786992487140000,1407755060,Воронеж альфа банк автокредитование http://t.co/YM5nxhMrTU,,,,0,,,,
4637,498787071235230000,1407755079,Проценты на кредит сбербанк http://t.co/ez80r1JL8V,0,,,,,,,
4638,498787114843410000,1407755089,Как стать кредитным агентом альфа банка http://t.co/82ZxY9HN1C,,,,0,,,,
4639,498789016725390000,1407755543,Пакет документов в сбербанк на кредит http://t.co/MRwIDX7A0R,0,,,,,,,
4640,498789109000060000,1407755565,Преимущества потребительского кредита в альфа банке http://t.co/XKTzKu2KHL,,,,0,,,,
4641,498790548929790000,1407755908,Кредит банк альфа банк http://t.co/0kOsJ1JvjB,,,,0,,,,
4642,498791815282060000,1407756210,Представитель Газпромбанка вошел в состав экспертного совета федеральных университетов: В рамках прое... http://t.co/zGoZRDxPOG #novosti,,,0,,,,,
4643,498792570873710000,1407756390,Кредитный отдел газпромбанка москва http://t.co/HxU4pSY8Wt,,,0,,,,,
4644,498792832795440000,1407756453,RT @fugebekosyx: автокредит сбербанк онлайн заявка украина http://t.co/65feMttzzC,0,,,,,,,
4645,498794023776440000,1407756737,"RT @meihasurpterp: Банк Москвы предоставит Приморью кредит в 1,5 млрд руб. на покупку воздушных судов",,,,,0,,,
4646,498794025861020000,1407756737,RT @oxybpaolav: беспроцентная кредитная карта сбербанк россии http://t.co/wq85SyuyED,0,,,,,,,
4647,498794458100800000,1407756840,"Пошла в сбербанк деньги положить , чтобы кроссовки заказать и нужен был паспорт и пришлось идти домой",-1,,,,,,,
4648,498794506972820000,1407756852,"S&amp;P подтвердило рейтинг Газпромбанка на уровне ""BBB-"" c негативным прогнозом #бизнес http://t.co/omPzZSI6MD",,,-1,,,,,
4649,498794634294740000,1407756882,В Самаре открылся офис ипотечного кредитования Россельхозбанка,,,,,,,,0
4650,498795646154210000,1407757123,Кредитование юридических лиц банк втб http://t.co/sIgwZIHwDt,,0,,,,,,
4651,498795998198520000,1407757207,Рефинансирование: Сбербанк помогает решить любые проблемы!. Специалисты отдела продаж малому бизнесу Вологодского отделения выдали крупный,1,,,,,,,
4652,498800069462990000,1407758178,RT @StellaHodges18: банк сбербанк интернет банк http://t.co/MSQfMYRMB4,0,,,,,,,
4653,498802119341010000,1407758667,Россельхозбанк стал победителем конкурса «Лучшие товары и услуги малого бизнеса города Йошкар-Олы» http://t.co/V7wQByCVA3,,,,,,,,1
4654,498802699866210000,1407758805,Отсрочка по кредиту втб 24 http://t.co/MzkkcATVL6,,0,,,,,,
4655,498804180581370000,1407759158,Ипотечный кредит под строительство сбербанк http://t.co/R3glBOllHl,0,,,,,,,
4656,498804220804740000,1407759168,Льготный автокредит калькулятор сбербанк http://t.co/qFQnQYF1pv,0,,,,,,,
4657,498804225842120000,1407759169,Pos кредитования готовятся мдм банк и сбербанк http://t.co/TT8apL8Rmc,0,,,,,,,
4658,498805748894530000,1407759532,Как активировать кредитную карту альфа банка http://t.co/MIDt9f8ZVx,,,,0,,,,
4659,498807288950710000,1407759899,@alfa_bank есть какая то информация?,,,,0,,,,
4660,498808852629170000,1407760272,Банк москвы в петрозаводске кредит http://t.co/hEOuCMyJFb,,,,,0,,,
4661,498809541790660000,1407760436,"@sberbankkz это при том, что клиентов было по 3-5 человек!!!!",0,,,,,,,
4662,498809787589860000,1407760495,"Поволжский Сбербанк намерен получить в собственность многоэтажку на площади Урицкого. Компания, которая е строила, обанкротилась. Поволжски",0,,,,,,,
4663,498810732948250000,1407760720,Кредиты потребительские в г нефтеюганске втб 24 http://t.co/rfLKwQD5ah,,0,,,,,,
4664,498810737360660000,1407760721,Кредит втб 24 отзывы http://t.co/qECfYlfSsA,,0,,,,,,
4665,498812180188650000,1407761065,Получение кредита сбербанк россии http://t.co/gXeJJoZaIU,0,,,,,,,
4666,498812274162020000,1407761088,Кредитный отдел сбербанк санкт петербург http://t.co/BIVVimU9mo,0,,,,,,,
4667,498812690815400000,1407761187,RT @xixynykopono: кредитная карта альфа банка,,,,0,,,,
4668,498814210818970000,1407761550,Заявка на кредит в уралсиб банке http://t.co/lUtVgfyobp,,,,,,,0,
4669,498814213155210000,1407761550,Форум сбербанк кредитование под ипотеку http://t.co/eW1sTn5IXr,0,,,,,,,
4670,498814259510670000,1407761561,S&amp;P подтвердило рейтинги Газпромбанка,,,0,,,,,
4671,498815925399730000,1407761958,#news Сбербанк приступил к выпуску банковских карт ПРО100 #читаю #ru_ff #seo,0,,,,,,,
4672,498817756406780000,1407762395,Потребительский кредит сбербанк каменск шахтинский http://t.co/Xwz47RGx36,0,,,,,,,
4673,498819189403300000,1407762737,Оао банк москвы кредит http://t.co/YdlXIfuemO,,,,,0,,,
4674,498819325105830000,1407762769,Ипотечный кредит в втб 24 http://t.co/X8SOPO7AqC,,0,,,,,,
4675,498822288813620000,1407763475,Кредит молодой семье сбербанк г лабинска http://t.co/ajAxF0Lua4,0,,,,,,,
4676,498823902693700000,1407763860,Процентные ставки по автокредитованию в газпромбанке http://t.co/XtTTKLkRtf,,,0,,,,,
4677,498824190104200000,1407763929,Эвакуация? Сбербанк России с завтрашнего дня прекращает работу в Донецке (фото) http://t.co/lQEyP3jSQ1,-1,,,,,,,
4678,498825308720860000,1407764195,Ставки потребительского кредита сбербанк http://t.co/HElWumGCDx,0,,,,,,,
4679,498828823472120000,1407765033,Частично досрочное погашение кредита втб 24 http://t.co/3lPioanllU,,0,,,,,,
4680,498828868330210000,1407765044,Киев райффайзенбанк кредит за 48 часов http://t.co/O1uZJwOQtc,,,,,,0,,
4681,498832334620480000,1407765871,Стромынское отделение сбербанк россии автокредит http://t.co/8W8ND6jPSI,0,,,,,,,
4682,498832426714820000,1407765893,Кредит в райффайзен банк http://t.co/RlrOVmt7Ug,,,,,,0,,
4683,498832428056970000,1407765893,"Банк Москвы выпустил для банков-партнеров миллион платежных карт.На исходное положение третьего квартала 2014 г. банки-агенты, осуществляющ",,,,,0,,,
4684,498834029635200000,1407766275,RT @jykojinolon: где сбербанк в белгороде http://t.co/44JD1rtCxn,0,,,,,,,
4685,498834346716200000,1407766350,Потребительские кредиты альфа банка http://t.co/mfUEp04SSs,,,,0,,,,
4686,498834347571810000,1407766351,Взять кредит в райффайзенбанке http://t.co/9tUeo8cGGa,,,,,,0,,
4687,498834392148890000,1407766361,Магнитогорск деньги в кредит сбербанк россии http://t.co/TsEOLcazga,0,,,,,,,
4688,498837577143960000,1407767121,Отделения на карте Сбербанк Санкт Петербург схемы проезда http://t.co/8sfu343uHK,0,,,,,,,
4689,498839939782420000,1407767684,RT @Sloviansk: #Славянск В одном из лечебных учреждений зарплатные карточки переводят из Привата в Сбербанк России. Бухгалтер поставила все…,0,,,,,,,
4690,498840881852850000,1407767908,Кредит сбербанк россии череповец http://t.co/w5tibGihxJ,0,,,,,,,
4691,498840926555760000,1407767919,Как закрыть кредитную карту в альфа банке http://t.co/4xhQDCA3Vs,,,,0,,,,
4692,498843853970210000,1407768617,Анкета выдача кредитов сбербанк http://t.co/qIIim6MJUs,0,,,,,,,
4693,498845174261240000,1407768932,"@Lea6rfa9, #происшествия В ЛДПР раскритиковали заявление главы ВТБ 24 о российском парламенте #новости",,0,,,,,,
4694,498845927726420000,1407769111,Банк втб 24 потребительский кредит процентные ставки http://t.co/zoncRgK2Yz,,0,,,,,,
4695,498849017821150000,1407769848,Кредиты в альфа банке в мурманске http://t.co/DlXRuXAhiT,,,,0,,,,
4696,498851922741590000,1407770541,RT @juryxozyboc: бланк справки о доходах сбербанк http://t.co/iAXMB4htCp,0,,,,,,,
4697,498852014269280000,1407770563,Блог им. abncapital | думаю стоит задуматься нужно ли вообще шортить Сбербанк http://t.co/mG32tw3M9X,0,,,,,,,
4698,498852362988300000,1407770646,мобильный банк сбербанк памятка http://t.co/1o581KmJLy,0,,,,,,,
4699,498853809423390000,1407770991,"RT @rusplt: Лавров назвал запрет на импорт продовольствия ответом на санкции против Россельхозбанка. То есть, всё впереди ещё http://t.co/b…",,,,,,,,0
4700,498854434429240000,1407771140,http://t.co/9YTFsjxEOy втб 24 кредит наличными требования к заемщику,,0,,,,,,
4701,498855977525860000,1407771508,Лавров: санкции против РСХБ привели к ответным мерам РФ: Санкции против Россельхозбанка (РСХБ) создали недобро... http://t.co/FnwFlFHKpY,,,,,,,,-1
4702,498857585081320000,1407771891,Кредит 100000 рублей сбербанк http://t.co/BEedBW99ph,0,,,,,,,
4703,498859500741620000,1407772347,Кредит сбербанк верхняя пышма http://t.co/4kHqYTvjI6,0,,,,,,,
4704,498860764615410000,1407772649,"Перевод через Сбербанк Онлайн не проходит. Пишет: ""Данный функционал временно недоступен.",-1,,,,,,,
4705,498861974344970000,1407772937,Лавров: санкции против РСХБ привели к ответным мерам РФ. Санкции против Россельхозбанка (РСХБ) создали недобросовестную конкуренцию на прод,,,,,,,,-1
4706,498864507671030000,1407773541,Растет спрос на ипотеку в Поволжском Сбербанке.&amp;nbsp; &amp;nbsp;В первом полугодии 2014 года Поволжский Сбербанк выдал более 27 тысяч ипотечных,1,,,,,,,
4707,498865541122390000,1407773788,"@buzlol @sberbank вообще 11 ночью все умрет, у тебя наверно раньше",-1,,,,,,,
4708,498866527190650000,1407774023,Лавров объяснил продуктовое эмбарго санкциями Запада против Россельхозбанка http://t.co/opm9SOwKuj http://t.co/6RpvXSJpIs,,,,,,,,0
4709,498866665049060000,1407774056,Россельхозбанк кредитование фермерского хозяйства http://t.co/KiJMuWzWcj,,,,,,,,0
4710,498868128013910000,1407774404,Спб сбербанк потребительский кредит http://t.co/RsfwGQECOa,0,,,,,,,
4711,498868440749600000,1407774479,@tuhbat0v @alfa_bank чем тебя электронное правительство не устраивает?,,,,0,,,,
4712,498869084147450000,1407774632,@ramilnigma @alfa_bank проще и быстрее.  И процентов нет )),,,,1,,,,
4713,498869573262020000,1407774749,RT @seo_money_seo: Кредитная карта Уралсиб банк отзывы http://t.co/VAyAqPkLjZ,,,,,,,0,
4714,498873257140170000,1407775627,Обслуживание кредитных карт альфабанка http://t.co/nFHdBQI2yv,,,,0,,,,
4715,498874568711610000,1407775940,Кредиты условия банк москвы http://t.co/ASq1YxH75N,,,,,0,,,
4716,498874751340000000,1407775984,Банк москвы потребительские кредиты http://t.co/VvmAXmiRaG,,,,,0,,,
4717,498875119763480000,1407776071,RT @dicks_botha: банк втб 24 воронеж кредиты физическим лицам http://t.co/4kQ2cAjJUE,,0,,,,,,
4718,498876200388170000,1407776329,http://t.co/4XTuIrYep8 кредит россельхозбанка для физических лиц,,,,,,,,0
4719,498877041987850000,1407776530,RT @alexi_grey: @korobkov на Кипре не смогли найти банкомат Райффайзен или партнера. Зато есть сбер промсвязь и альфа,1,,,1,,-1,,
4720,498877581757010000,1407776658,Потребительский кредит втб 24 тюмень http://t.co/rILJrf6Cly,,0,,,,,,
4721,498877712304710000,1407776689,Сайт сбербанк кредитный калькулятор http://t.co/r1TXDBogmm,0,,,,,,,
4722,498877976126050000,1407776752,"Правительство решило не разделять Россельхозбанк - ""Коммерсантъ""",,,,,,,,0
4723,498879130843500000,1407777028,RT @diwabehokiwo: банк втб автокредит 8 процентов http://t.co/FE9pmX6D5e,,0,,,,,,
4724,498879452693020000,1407777104,RT @71_lyubov: #Заявка На Ипотечный Кредит Сбербанк http://t.co/vp923Su8UC,0,,,,,,,
