id,twitid,date,text,beeline,mts,megafon,tele2,rostelecom,komstar,skylink
487,623176778631150000,1437411896,"xxx: Где взять нормальный инет (частный дом)?
3G модемы перепробовал все (мегафоны, билайны, мтс)
купил Yota - стабильность повысилась на",-1,-1,-1,,,,
488,623206949262330000,1437419089,"@lev_gorilko МегаФон и BeeLine, тока не МТС.",1,-1,1,,,,
489,623392255387280000,1437463270,"В ПГТ Февральск уже несколько часов Не работает #Мегафон, ну оно и понятно, это же не #билайн, который даже на даче ловит",1,,-1,,,,
491,623503446575040000,1437489780,"хм, судя по карте у мтса нет связи в Тунгале и Исе -_- а у билайна есть... Не круто...",1,-1,,,,,
492,623727047198770000,1437543090,"Щаз закончатся мои 8 гигов, буду звонить оператору и переключать на 15.
Тариф от Ростелеком совместим с интернетом теле2, если они едины?",,,,0,0,,
493,623784570274640000,1437556805,"я уже записываю организации и компании, которые у меня в планах взорвать или типа того.
среди них билайн, само собой, ростелеком и другие",-1,,,,-1,,
494,623786683536930000,1437557309,"RT @LeaderBlg: В ПГТ Февральск уже несколько часов Не работает #Мегафон, ну оно и понятно, это же не #билайн, который даже на даче ловит",1,,-1,,,,
495,623811084659630000,1437563127,@Beeline_RUS вы лучше уточните. Это ценник от более дорогой модели Apple.  В мегафоне и мтс в Уфе также 1800,0,0,0,,,,
496,623857890353380000,1437574286,"Необходимо иметь в наличии готовую симкарту Билайн, Мегафон, МТС и пройти регистрацию на билинговом сервере... http://t.co/rFFQOLXpA1",0,0,0,,,,
497,624049228134740000,1437619904,Почти месяц ушло на переход со своим номером Ростелеком на Билайн. Сегодня мой +7 908... ведёт вас на Билайн.,0,,,,0,,
499,624087093292080000,1437628932,RT @MuratAbenov: А был ли SOS от ЧС !На самом ли деле операторы отказались рассылать СМС? @KcellGSM @_Beeline_kz @Tele2KZ @ALTEL4GGSM http:…,0,,,0,,,
500,624219869295310000,1437660588,"МТС, Мегафон и Билайн штрафанули по 100К за левую рекламу на ТВ.

Ну это для них вообще не деньги! 1 секунда и штраф собран.",-1,-1,-1,,,,
501,624243397625270000,1437666198,"RT @naganoff_ru: МТС, «Билайн» и «Мегафон» оштрафованы на смехотворную для них сумму за обман в рекламе http://t.co/63hcAUSv9t",-1,-1,-1,,,,
502,624325953271940000,1437685881,"ФАС наказала ""Билайн"", МТС и ""Мегафон"" за мелкий шрифт в рекламе на федеральных каналах http://t.co/3IsWLfYiQF",-1,-1,-1,,,,
503,624366671004710000,1437695589,"Добавлю так же, что у теле2, в отличии от старших братьев&amp;raquo; очень божеское округление траффика — до 1 Кб. У мегафона до 100Кб.",,,-1,1,,,
504,624454955458500000,1437716637,@ru_mts и неожиданно наступает момент блокировки без предупреждения. Сам факт ее присутствия удивил! (В мегафоне такого не было),,-1,1,,,,
505,624612524856460000,1437754205,"сегодня спорили, что лучше: пакетные решения Ростелеком либо Билайн? Билайн гибче, но дешевле на сущие копейки. Я бы выбрал второго.",1,,,,0,,
506,624619003940470000,1437755750,"Кроме того, мобильная версия пан-европейского телеканала полностью отказаться от операторов (МТС, Билайн,",-1,-1,,,,,
507,624673761799880000,1437768805,"@Beeline_RUS до этого была заявка о покрытии (его отсутствии). Тоже плюнули. Мегафон @megafonru мачту уже построил, Би как не было,так и нет",-1,,1,,,,
508,624959941883860000,1437837035,"Ночью произойдет великий переход от бвк (уже теле2) на билайн))но зная себя, точно будут какие-то проблемы)))может завтра буду без связи))))",0,,,0,,,
509,625236551690230000,1437902984,"@ekozlov @Beeline_RUS да, у Билайн связи не было вообще. МТС пробивался относительно нормально )",-1,1,,,,,
510,625373784489480000,1437935703,"@beloglazovad так и есть. Я в Крыму с Билайном плачу бешеные деньги, люди с МТС ходят и горя не знают",-1,1,,,,,
511,625571583168540000,1437982862,"@ledenev @ru_mts шаг позади, нет sip как @megafonru, не дают второй cam модуль тв без оплаты ещё одной абонки, а не как @Beeline_RUS.",1,-1,1,,,,
512,625622287593700000,1437994951,"RT @88Konieva2016: 10 Мбитс. Сеть МегаФона теперь смогут сохранить высокое качество услуг, сложности у абонентов Билайн",-1,,1,,,,
513,625641189849600000,1437999458,"@LORLL_ да не, просто мтс меня не любит. я б такой, что рос. билайн юзал, НО НЕТ, В ДНР ВСЕ НЕТ РОС.СВЯЗИ, ЗАТО БУДЕТ СВОЙ ""ФЕНИКС""",1,-1,,,,,
514,625691847197890000,1438011535,Блин легче уже выкинуть сим теле2 и просто подключится к Билайн,1,,,-1,,,
515,625727074037330000,1438019934,"Вставил в 4G-роутер SIM-карту @ru_mts… Проблем нет. Значит по-любому не в оборудовании дело, дело в @Beeline_RUS :-/ http://t.co/a9c0K1Pmgx",-1,1,,,,,
516,625950565139360000,1438073218,Ребята!!!! Нужен совет!! Кто знает про теле2?стоит ли ?или лучше мтс?,,0,,0,,,
517,626060571159470000,1438099446,"МТС- самый дерьмовый оператор в Омске! Билайн, Мегафон - форева! Не подключайтесь люди к МТС в Омске! Связь - говно! Последнее время.",1,-1,1,,,,
518,626078112271500000,1438103628,"Ебала я эту связь, билайн говно, надо переходить на мтс.",-1,1,,,,,
519,626158664622190000,1438122833,"#МТС #опятьпропалиденьги со счета!!! Подключил турбо-кнопку! Лазил в сети, через пол часа -200р!Не, однозначно нужно переходить на Мегафон!",,-1,1,,,,
520,626180369969190000,1438128008,"а вот если я хочу планшет наоборот БЕЗ 3G, какова вероятность что без проблем заработают через USB-OTG всякие Скайлинки, Билайны и тп?",0,,,,,,0
521,626405020544680000,1438181569,"А какой мобильный интернет в Москве работает лучше на ваш взгляд -мегафон, билайн или мтс? У меня вот мегафон, и что-то не особо хорош...",0,0,-1,,,,
522,626541208152760000,1438214039,"Люблю МегаФон за то, что он ловит там, где не ловит МТС",,-1,1,,,,
523,626634448084320000,1438236269,"@anrastik у меня вот противоположная ситуация, Билайн не берет там, где берет мтс",-1,1,,,,,
524,626637023705730000,1438236883,"RT @ekozlov: МОЛНИЯ! Евросеть, Связной, сети Мегафон и Билайн отказались от закупок смартфонов Samsung https://t.co/FFmeYLzT25 http://t.co/…",0,,0,,,,
525,626654895471460000,1438241144,"RT @DelowoyDen: ""Ведомости"" сообщают, что сразу четыре крупных ритейлера – Евросеть, Связной, Билайн и Мегафон – уже полтора месяца не заку…",0,,0,,,,
526,626692280410350000,1438250057,"RT @villagemsk: «Евросеть», «Связной», «Мегафон» и «Билайн» отказались от закупок смартфонов Samsung #Эфир http://t.co/s1cAl4WT5g http://t.…",0,,0,,,,
527,626972241272680000,1438316805,Неее МегаФон идёт в баню. Приеду подкл к мтс на smart. Дальше от мск и области превращается МегаФон в тыкву,,1,-1,,,,
528,627016702132400000,1438327405,@ru_mts полное отсутствие связи 2 суток при переходе из билайн к вам. Сейчас вроде все наладилось. Хочу некую компенцацию за это. Реально?,0,-1,,,,,
529,627082135363520000,1438343006,"@derloos я давно не юзал мтс, но на мегафоне/билайне 2g вообще не шевелится. Его под голос что ли отдали.",-1,0,-1,,,,
530,627127955102280000,1438353930,"@ru_mts спасибо за отличный интернет. Сегодня вступил в ряды ваших пользователей. Прощай megafon. Посмотрим, как будут идти дела дальше.",,1,-1,,,,
531,627319303742860000,1438399551,"RT @BeardyShow: Из-за высокого процента брака, Связной, Евросеть, Мегафон и Билайн отказываются от продажи Samsung’а
http://t.co/9x63X3gAXT",0,,0,,,,
532,618785805537030000,1436365007,@zabaraoleg @mts @Rostelecom_News Добрый день! Проблема еще актуальна?,,0,,,0,,
533,619424079775290000,1436517183,Суд в США наложил арест на $300 млн по коррупционному делу МТС и Vimpelcom http://t.co/fSZHyLF0iN,-1,-1,,,,,
534,626689232082500000,1438249330,"""Евросеть,Связной, Мегафон, Билайн и МТС отказались от закупки продукции Samsung""
а я говорил, что говно ваши самсунги",0,0,0,,,,
537,616011975953400000,1435703674,"охренеть, Мегафон прост взял и снял с меня 1к. и бесполезно видимо полвторого ночи пытаться добиться ответа от операторов.",,,-1,,,,
539,616068197595360000,1435717078,"Перевел гуглом ""яйцо"" на испанский. Правильный логотип себе МТС выбрал.",,-1,,,,,
540,616099232081170000,1435724478,"В посте это позиционируется как запрет рекламы&amp;raquo;. Меня реклама не беспокоила, например, меня беспокоил Мегафон :)",,,-1,,,,
541,616147011138670000,1435735869,"Apple Music вот прям сейчас работает в метро по EDGE через Билайн, o_O это либо магия либо купленный QOS",1,,,,,,
542,616170729663540000,1435741524,"@MegaFonHelp это ответ о том, что заявка находится на рассмотрении? меня интересует конечный результат, проблема решается уже неделю...",,,-1,,,,
543,616174074260230000,1435742321,"@megafonru Опять не работает моб приложение, превышение интервал ожидания от сервера",,,-1,,,,
544,616178791761630000,1435743446,Re: Лечение рака головного мозга. Нужна помощь.: На номер МТС пришли 150 тыс. рублей. Спасибо огромное. http://t.co/zCF28bYVKi,,0,,,,,
545,616180379918160000,1435743825,"@IgnatovMikle @belgorodmaster Так за Князем сразу головной офис Билайна) О, чудо из чудес!",0,,,,,,
546,616183536186470000,1435744577,"Пробую щас напрямую подключиться, потому что в тех поддержке отмазываются, что у меня роутер не билайновский, поэтому они помочь не могут",-1,,,,,,
547,616208967417600000,1435750641,МТС: идеальная слышимость в зоне прямой видимости,,-1,,,,,
548,616212518873260000,1435751487,"Оба на мтс счете 900 бонусов, это вроде дохрена хд
Надо будет глянуть во что их можно перевести)",,1,,,,,
549,616216098170640000,1435752341,@Beeline_RUS Добрый день! С минутами это я так понял ошибка? Счетчик обновился только сегодня. 89511111221 http://t.co/Wz62QKfTr2,-1,,,,,,
550,616237284212490000,1435757392,МТС Коннект 4G  с рутером ZTE 833 полное говно - в 2 случаях из 3 при включении нужно разбирать и вынимать батарею #мтс #LTE #mts,,-1,,,,,
551,616241328201070000,1435758356,"@MegaFonHelp проблема не у меня, а у @chester_light",,,0,,,,
552,616261525733380000,1435763171,#брянск Ростелеком организовал в Брянске пикник «Активное лето»: Красочный летний праздник «Пикник «Активное лето» провел Ро...  #Bryansk,,,,,0,,
553,616271504251220000,1435765551,МегаФон обещает честный ноль внутри сети http://t.co/QexKQa3L4Q,,,1,,,,
554,616305830791660000,1435773735,"@_sweet_coffee_ ой, да, мтс, ошибочка вышла",,0,,,,,
555,616305830380600000,1435773735,"история о том,как у нас не было интернета от мтс.я прибралась даже на диване,наготовила вкусняшек,посмотрела тупой музтв,покаталась на веле",,-1,,,,,
556,616338146251440000,1435781439,Двадцать гектаров картофельного поля получили колорадские жуки от сотового оператора «Билайн» за участие в их рекламной кампании.,0,,,,,,
557,616339774115330000,1435781827,"Вчера узнал, что у МТС служба поддержки (живые люди) работают не круглосуточно. Мне кажется у них проблемы с кадрами. Оптимизация расходов?",,-1,,,,,
558,616380663550230000,1435791576,"РОСТЕЛЕКОМ - НЕ МОГУ ПОДОБРАТЬ ПОДХОДЯЩЕЕ СЛОВО: ПОГАНЫЙ РОСТЕЛЕКОМ Я ПОДКЛЮЧИЛА ПАРУ МЕСЯЦЕВ НАЗАД, НЕ БЫЛО И... http://t.co/5UJaSmJldy",,,,,-1,,
559,616411359899620000,1435798895,#брянск В Брянске прошёл пикник «Активное лето» с «Ростелеком»: В конце июня «Ростелеком» в Брянске провел красочный летн...  #город,,,,,0,,
561,616423264655680000,1435801733,"@ru_mts при проверке баланса,пишет ""Пишет неполадки подключения или неверный код MMI"" сим-карта новая. В чем проблема? 89821303334-номер",,-1,,,,,
563,616452853239050000,1435808788,"@Kr1t10, если ситуация сохраняется, проверьте, пожалуйста, работоспособность SIM-карты в другом аппарате. ^КЧ #МТС",,0,,,,,
565,616497143214420000,1435819347,@bolkhov У МТС болезнь централизации для оптимизации. Но это не только у МТС.,,-1,,,,,
566,616512910483960000,1435823106,@Beeline_RUS Добрый день! Изменения в тарификации внутрисетевого роуминга коснулись только ТП ВСЕ ЗА 300/600? Остальные предложения линейки?,0,,,,,,
567,616526675812160000,1435826388,"RT @AkaDON12: #Донецк Сунулся было в МТС на Крытом,зайти не возможно,""жаждущие"" хотять оплатить связь..Очередная победа орков и укров в бор…",,-1,,,,,
568,616540525248820000,1435829690,"@ru_mts уважаемые, а что у вас за катастрофа со связью в Омске?",,-1,,,,,
570,616557356315460000,1435833703,Какое-то талантище из Билайна додумалось прислать flash-SMS https://t.co/2becFqil2A с рекламой лохотрона (!!!).,-1,,,,,,
571,616557497827120000,1435833737,@yota_help просто в мтсе раньше я эту же игру с ее весом в 1.5гб.грузил минут за 20. А у вас стоит реально ограничение и это не радует.,,1,,,,,
572,616585234595890000,1435840350,"@Beeline_RUS Добрый день. Москва. В ЛК показывает, что получу 1 гиг.",0,,,,,,
573,616586948992480000,1435840758,"@odjify номер договора немного длиннее. Пришлите, пожалуйста, полный номер ^РЧ #МТС",,0,,,,,
574,616592983316680000,1435842197,"@elenadiamond777 Добрый день! Сожалеем, что у Вас сложилось такое мнение. @MegaFonHelp Просьба помочь!",,,0,,,,
575,616596927082300000,1435843137,Фонд Разумный интернет и #Ростелеком объявляют о старте Всероссийского конкурса на создание лучшего интернет-проекта для детей #Поколениеi,,,,,0,,
577,616602025296540000,1435844353,Tele2 приглашает жителей на праздник  http://t.co/BGxNS8GEfU,,,,0,,,
578,616613761294710000,1435847151,RT @Rostelecom_News: Фонд Разумный интернет и #Ростелеком объявляют о старте Всероссийского конкурса на создание лучшего интернет-проекта д…,,,,,0,,
579,616621831672450000,1435849075,"@MegaFonHelp Добрый день. Для использования LTE Advanced нужно менять SIM-карту или достаточно той, что работает в обычном LTE?",,,0,,,,
580,616636671572980000,1435852613,"@ShamilAcci Добрый вечер! Это зависит от версии тарифа. @MegaFonHelp Коллеги, проверьте, пожалуйста!",,,0,,,,
581,616644730831680000,1435854535,Сука в моём доме не подключён лайм а только сектанский дом.сру и блять ростелеком который тоже говно то ещё,,,,,-1,,
1426,617120798839580000,1435968038,Как отключить услугу от мтс волшебные деньги 50 #Как http://t.co/fvkYwA3py5,,0,,,,,
582,616684076892880000,1435863916,"@ru_mts Гавно Ваша связь! Гавно Ваша компания, а ваши сотрудники победители, проводимого Вами же, конкурса долбоёбов!",,-1,,,,,
583,616696536160800000,1435866886,"@Beeline_RUS у меня опять беда с интернетом, зависает.. Помогите пожалуйста, вот мой логин 0895488457",-1,,,,,,
584,616707439572840000,1435869486,"Выводов два: пакетного трафика мне надо не так уж и много, и у #МТС неудобный индикатор реального остатка трафика http://t.co/2UtjVq9m9v",,-1,,,,,
586,616768683482960000,1435884087,филиал Ростелекома в случае сначала дежурный инженер. Только лишь малость по требованиям абонентов компании,,,,,0,,
587,616775485981330000,1435885709,@Boroda197 --&gt; или прислать номер и точный адрес на pomogite@beeline.ru. Но у чата есть преимущество - он онлайн.,0,,,,,,
589,616797474762700000,1435890952,Финансовая стабильность Tele2 теперь и на бумаге! / Рейтинговое агентство «Эксперт РА» подтвердило категорию к.. http://t.co/2nX7SE53vU,,,,1,,,
590,616807127777190000,1435893253,Билайн доступно для больших данных в одном бесплатном режиме с подзаряжаемым маркером и уникальный международный,1,,,,,,
591,616810968723620000,1435894169,"@Beeline_RUS а где сообщение про невероятные бонусы?
Только хотела написать, что это не бонусы, а издевательство какое-то, а некуда.",-1,,,,,,
592,616814773133510000,1435895076,RT @GenochkaSgibnev: Как отключить скрытый номер мтс украина #отключить http://t.co/XO5gpHqBK3,,0,,,,,
594,616826896651800000,1435897966,"@Beeline_RUS @Ferrari_Sn Хороший вопрос! Мне все время бонусы начисляются, но не расходуются вообще! По истечении срока просто списываются",-1,,,,,,
595,616835648910140000,1435900053,"Я думал, что #теле2 будет брендом сродни #apple, а это пустой Android в симпатичной обертке. Разочарован интернетом, короче.",,,,-1,,,
597,616856296655060000,1435904976,@ru_mts добрый день почему не работает легкий платеж,,-1,,,,,
598,616877375830280000,1435910002,@megafonru Кто вам лицензии выдает с такой липовой отчетностью перед клиентами. За просмотр почты списываете 3 гб . Обман и приписки,,,-1,,,,
599,616880566798000000,1435910762,"наоборот эпичный вин.
МТС сейчас наверняка (к сожалению нету пруфов) самый узнаваемые бренд в странах СНГ",,1,,,,,
600,616883264964430000,1435911406,Твитну чтобы не забыть посмотреть ибо скорость дерьмо спасибо Билайн  http://t.co/YQgoAO2WZA,-1,,,,,,
602,616915751316890000,1435919151,компаний ВымпелКом объявила о старте альфа-версии интернет-проекта Коррупция. Коррупция - рассказал Андрей,0,,,,,,
604,616935015868440000,1435923744,"RT @odron13: Ростелекомовские технари такие нытики.Весь день могут скулить, жаловаться на начальство и смешную зарплату.только не работать.…",,,,,-1,,
605,616936302160840000,1435924051,"@ELukyanov @ptepa @zen_pc какой в ноль, Женя?)) Мы эдж продаём в минус уже давно)) и мы стоим под мтс)",,-1,,,,,
606,616946056505460000,1435926376,"@Kirillhater, здравствуйте. Напишите, пожалуйста, подробнее, что у вас случилось? Постараемся помочь ^РЧ #МТС",,0,,,,,
607,616991118316710000,1435937120,"RT @AElise59603: хакеров - отметил Селим Эргоз, исполнительный директор макрорегионального филиала Ростелекома выиграл",,,,,0,,
609,617026944060800000,1435945661,У меня большая проблема - мой номер Beeline был на днях...,-1,,,,,,
610,617032921145320000,1435947086,у утела не стабильная сеть. плюс он постоянно переключается из режима 3ж в режим 2ж с покрытием билайна (у них договор о роуминге). Живя на,0,,,,,,
612,617099715239370000,1435963011,"для работы с момента старта, Будист. ру через контактный центр Адыгейского филиала Ростелекома Александр",,,,,0,,
613,617102930550910000,1435963778,"ебаный мтс
тариф они блять сменили
в жопу к себе засуньте свои сраные изменения
это нихуя не удобно,спасибо за внимание суки ебаные блять",,-1,,,,,
614,617125859271550000,1435969245,Какую комбинацию набрать для перехода на Ноль сомнений? @beeline_rus,0,,,,,,
615,617138046899780000,1435972150,"Мой ""любимый"" Beeline_RUS снизил лично для меня цену на любимый телефон всех минетчиц.",-1,,,,,,
616,617149390319450000,1435974855,#Beeline iphone 4 какая переплата кто брал в кредит,0,,,,,,
617,617151718015530000,1435975410,"Какого фига вы столько денег сжираете? Во1,надоело деньги класть постоянно,во2,это наглость уже!
#МТС",,-1,,,,,
618,617153776030470000,1435975901,@ru_mts @fantom_frank ограничение маячков. 5 - катострофически мало,,-1,,,,,
619,617158252531440000,1435976968,Как отключить музыкальный гудок на мтс ульяновск #отключить http://t.co/Hsk4jGEEYT,,0,,,,,
620,617158815667080000,1435977102,Поменяла симку на мегафон - телефон ее не видит. Вернула старую - аналогично. А главное как вовремя то! Збс.,,,-1,,,,
657,618110625953120000,1436204031,«Ростелеком» объявил о начале конкурса на лучший интернет-проект для детей http://t.co/fDbtKNCj9N #news #новости,,,,,0,,
622,617179592290370000,1435982056,"отметил Селим Эргоз, исполнительный директор МТС - в сегменте будет отвечать за собой стелс-шутер, одновременно",,0,,,,,
623,617192428907440000,1435985116,#Билайн тарифы добро пожаловать кредит можно получить от билайн,0,,,,,,
624,617202776116970000,1435987583,"RT @a_millie80121: Вскоре Максу свою приверженность PM Expert, PMP, PME, PhD. - считает Илья Пантелеев. Компания ВымпелКом",0,,,,,,
625,617227587094480000,1435993498,"@Ovik13, вы можете сообщить нам причину вашего обращения в Контактный Центр и мы будем рады вам помочь. ^СА #МТС",,0,,,,,
626,617228419160490000,1435993697,@Beeline_RUS Подскажите что может быть за фигня когда я хочу подключить хайвей на 1 ГБ 8 руб в сутки у меня баланс 30 руб а когда ВКЛ.,-1,,,,,,
627,617243739266940000,1435997349,#Как взять на телефоне долг связь мтс персональный кредит,,0,,,,,
628,617255397305490000,1436000129,@Beeline_RUS Проблема не решена! Как контактное лицо сервис провайдера продолжаю получать большое кол-во звонков с негативом!,-1,,,,,,
629,617259629639260000,1436001138,Пиздец. Билайн что за фигня ? Почему номера не показывает http://t.co/zoKAuA3fCa,-1,,,,,,
630,617266090071180000,1436002678,@ru_mts это крайне неудобный и нежелательный способ. т.е. с самого модема никак не набрать комбинацию?,,-1,,,,,
631,617295547888740000,1436009702,@Beeline_RUS Почему такой дорогой интернет в Амурской областе ? Зделайте дешевле,-1,,,,,,
632,617345938307330000,1436021716,"Из переписки ТЕЛЕ2: ""
Владимир Крикун Что за глюки со связью Теле2 в Костанае и области? Звонишь, вызов... http://t.co/rhNePOlZR8",,,,-1,,,
633,617358077449380000,1436024610,@Beeline_RUS @getencapsulated 502 ошибка как бы сама за себя говорит.,-1,,,,,,
634,617427775687950000,1436041227,"@Tele2KZ 9/10 моих друзей жалеют о том, что перешли на #теле2 ! Из-за плохой связи в последнее время! #статистика",,,,-1,,,
635,617427994173410000,1436041279,Как уйти в минус в БИлайне?,0,,,,,,
636,617432921603990000,1436042454,"Теле2 — жесткий дискунтер. Большая тройка просто не вынесет конкуренции. Впрочем, есть мысль, что и Теле2 придется сильно вложиться в инфра",,,,1,,,
637,617507126479560000,1436060146,"У МТС это
бесплатная услуга для частных пользователей и платная для корпоративных счетов — она называется запрет контента 20&amp;raquo; и стои",,0,,,,,
638,617559858779440000,1436072718,"Купите мне кс го

Я вам писсот дам, пздц лень до мтс-а переться",,0,,,,,
639,617582744600720000,1436078175,@ru_mts обслуживал дико не компетентный сотрудник. Всё свое негодование оставил в отзыве по обслуживанию.,,-1,,,,,
640,617628599009580000,1436089107,"@ru_mts потому что подключаете услуги, типа гудков, которые хер отключишь. за то, что несмотря на смену тарифов, деньги списываются ВНЕЗАПНО",,-1,,,,,
641,617631904683130000,1436089895,"@Beeline_RUS сити формат в г.Смоленск по ул. Октябрьская революция (перед кинотеатром ""Современник"")",0,,,,,,
642,617680709201850000,1436101531,"@vvsevolodovich Добрый день! @MegaFonHelp Проверьте, пожалуйста!",,,0,,,,
643,617748677730430000,1436117736,"@Areeuiekahari Добрый вечер! Вас интересует пополнение счёта номера Мегафон с банковской карты, верно?",,,0,,,,
644,617792739640540000,1436128241,@Beeline_RUS доброй ночи. Вот такая проблема последние минуты http://t.co/iLYgas9OL1,-1,,,,,,
645,617835765096140000,1436138499,#Мегафон кредит доверия что будет если его не погасить и выкинуть симкарту,,,0,,,,
646,617865591949520000,1436145611,"Я ненавижу МТС, он ваще сука, мало того что интернет не какой, так он ещё и бабло просто так списывает",,-1,,,,,
647,617870469841170000,1436146774,RT @iamanibas: Плюс ко всему: мегафон снова снял просто так деньги. В этот раз 100р. Меня это уже бесит.,,,-1,,,,
648,617911218616050000,1436156489,"2/07 оплачен интернет на 7 гигов @Beeline_RUS,  сегодня (6/07) мне приходит смс,  что трафик потрачен. Уходим с билайна. Говно сервис.",-1,,,,,,
649,617926548579050000,1436160144,щас позвонила компания теле2 я как лох сбросила нечаянно,,,,0,,,
650,617945125730260000,1436164573,"@eXecu7or @Motolko @by_velcom @by_mts Да пофиг на голосовую связь, пусть лучше толковый анлим на интернет сделают перед запуском LTE",,-1,,,,,
651,617986742474380000,1436174495,"Закралась надежда что Google выкупит МТС… хоть заминусуйте, но вот почему-то… :)",,0,,,,,
652,617992020251030000,1436175754,"@by_mts какой-то спам прислал, не читал",,-1,,,,,
653,618013389357510000,1436180848,"У МТС интересный цены во все сети.Но это не значит, что  я буду проговаривать свои 700 бесплатных минут. Я все так же буду звонить маме.",,1,,,,,
654,618075585189950000,1436195677,"Акции РФ углубляют падение вслед за нефтью. Лидерами снижения остаются бумаги МТС и E.ON Russia....
http://t.co/auMwuV6Rmb
 #ценбумаги",,-1,,,,,
658,618115840949510000,1436205275,Хоп и говно мтс поймал три джи,,-1,,,,,
660,618141699395730000,1436211440,@zefirr_kefirr ТЕЛЕ2  ваще огонь,,,,1,,,
661,618180666983860000,1436220730,"Как выше, так и ниже многократно помещены отсылки к ответу МТС, в каковом чёрным по-русски написано, что — цитирую — в минус абонент не ухо",,0,,,,,
662,618192933179790000,1436223655,[ТК] ИГРАЙ / 30 июня Мегафон проводил увлекательный квест для представителей медиасообще ... - http://t.co/mYCpiJZjsQ http://t.co/ZDSf503zTF,,,0,,,,
664,618236506868740000,1436234044,"Слушайте, у меня два вопроса:
1. Будет ли работать с билайном приставка IPTV STB SIG-220 WLAN или ей подобная? Очень не хочется тянуть про",0,,,,,,
665,618254152125320000,1436238251,#Скачать игру на мтс 970 бен 10 опасный забег,,0,,,,,
666,618273945901510000,1436242970,"@Beeline_RUS А скорость зависит от типа сети (GPRS или EDGE, 3G, LTE). LTE, Карл!))))",0,,,,,,
667,618274327037910000,1436243061,"для устройств и Android. Полный переход всей сети, сообщили в ЦОД составила 19,8. Компания ВымпелКом",0,,,,,,
668,618293236961030000,1436247569,"ага, крутой способ, благо вовремя в мозгу что-то щёлкнуло, что врятли МТС будет прятаться за скрытым номером",,0,,,,,
669,618301203265510000,1436249468,"@S_E_R_G_E_E_V_A, оставить отзыв о качестве обслуживания вы можете на blogs@mts.ru, указав эти данные: http://t.co/YMGsQMbF2p ^АР #МТС",,0,,,,,
670,618302541185610000,1436249787,"@Pro_and_Con В ""нулевых"" годах такой смартфон стоил не 990 рублей явно. Удобный телефончик для тех, кому достаточно быть online. #билайн",0,,,,,,
671,618306608628630000,1436250757,#Новости: Ростелеком до 2019г планирует обеспечить на Ставрополье интернетом более 100 сел и еще в 140 улучшить связь http://t.co/0DSFjf9TwX,,,,,1,,
672,618331455580700000,1436256681,"#МТС украла деньги, и мой прямой номер, а теперь обставляет все так, как будто у меня никогда и не было прямого номера",,-1,,,,,
673,618338761160680000,1436258423,"@zikasak, скажите, пожалуйста, в чем именно выражается затруднение? Какая-либо ошибка отображается? ^ЕР #МТС",,0,,,,,
674,618344184169260000,1436259716,"RT @iremeslo: Не врать и не воровать - а вымогать. Узнаю тебя, оппозиция.
Член КС оппозиции вымогал деньги у «Ростелекома»
http://t.co/MCew…",,,,,0,,
675,618368103425010000,1436265419,"Может ли 2-х симочный современный смартфон стоить 3890 сомов? Может!
Наш новый телефон Beeline Smart Dual:
https://t.co/frLP9drQVR",0,,,,,,
676,618377969170540000,1436267771,"Дозвонился с 25-го раза оператору на МТС, и бодрый женский голос ""Добрый день, Сергей! Свершилось..."")))",,-1,,,,,
677,618385653298940000,1436269603,"RT @_Beeline_kz: С праздником Ивана Купала! :)

Дата уместна в этот жаркий день, лайк если согласны. http://t.co/mCRPuK4wLF",0,,,,,,
678,618393422014120000,1436271455,Конечно это офигенная идея - задолженность одного номера списывать с другого. Пополняешь на счет телефона - а он един... @ru_mts,,-1,,,,,
679,618412855105320000,1436276088,@rrbenitapexb Тупой ростелеком.ни телик ни инет не работает D:,,,,,-1,,
681,618461074640220000,1436287585,"#мтс вы почините мобильный интернет, нет? Че за беда с вами?!",,-1,,,,,
682,618481461864360000,1436292445,"@velugo_a, в соответствии с условиями договора и действующим законодательством РФ в области связи, оператор вправе изменять тарифы.^ЕМ #МТС",,0,,,,,
683,618507986890270000,1436298770,Блять грёбанный #мегафон корпоративный не могу оплатить парковку ну пипец... @ Цветной Бульвар https://t.co/c921f9V9Jl,,,-1,,,,
684,618513900028440000,1436300179,"RT @Alex7236: Отвратительный Интернет
#билайн",-1,,,,,,
690,618577758571090000,1436315404,"развивает идеи, создавать перспективную компанию. Другая особенность Билайн в 1983 г. , что они оказались",0,,,,,,
691,618580361065460000,1436316025,системы Электронная торговля (25). Дагестанский филиал ВымпелКома продолжает сотрудничество с аналогичным,0,,,,,,
695,618609487751020000,1436322969,"могут варьироваться в компании. Ростелеком выбрал семейство коммутаторов для типа Click2Call, до результата",,,,,0,,
699,618661836154640000,1436335450,Очень скоро в Псковской области появится доступный 3G Уже в августе абоненты Tele2 смогут пользоваться мобильным интернетом на 3G-скоростях,,,,1,,,
700,618673913397140000,1436338330,"Почта России перестала активировать учетные записи граждан. Причиной этому стал конфликтный тариф на услуги ""Ростелекомом"". Со вторника",,,,,-1,,
702,618689458838360000,1436342036,"@Beeline_RUS добрый день! Вы людей обворовываете потому что, что за цены что за тарифы? Я уже третий день подряд баланс пополняю на двух сим",-1,,,,,,
